City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
663,Cuamba,MZ,-14.8031,36.5372,69.8,96,100,1.59,Moderate Rain
664,Champerico,GT,14.3,-91.9167,92.77,57,0,6.35,Clear Sky
665,Evensk,RU,61.95,159.2333,-12.32,73,36,7.11,Scattered Clouds
666,Houston,US,29.7633,-95.3633,63.09,83,100,11.5,Mist
667,Atherton,GB,53.5237,-2.4935,46.89,85,100,5.99,Overcast Clouds
668,Yamada,JP,39.4667,141.95,33.4,84,60,4.9,Broken Clouds
669,Ormara,PK,25.2088,64.6357,71.28,54,0,13.38,Clear Sky
670,Marzuq,YE,14.4,46.4667,65.3,69,4,6.17,Clear Sky
671,Koraput,IN,18.8167,82.7167,59.68,56,28,5.88,Scattered Clouds
672,Toyooka,JP,35.5333,134.8333,36.72,84,30,2.06,Scattered Clouds
673,Lusambo,CD,-4.9667,23.45,74.48,87,78,1.03,Broken Clouds
674,Novyy Urgal,RU,51.0736,132.5642,1.18,99,100,2.06,Overcast Clouds
675,Cairns,AU,-16.9167,145.7667,78.75,85,40,5.75,Scattered Clouds
676,Mvangue,CM,2.9667,11.5167,85.71,28,21,0.36,Few Clouds
677,Ningxiang,CN,37.34,111.2052,29.03,71,40,5.7,Light Snow
678,Yining,CN,29.0361,114.5636,42.33,96,100,2.08,Light Rain
679,Kailua,US,21.4022,-157.7394,72.75,85,40,3.44,Scattered Clouds
680,Ahipara,NZ,-35.1667,173.1667,68.52,88,97,29.1,Overcast Clouds
681,Liku,ID,-0.7275,119.8922,73.24,96,100,0.51,Light Rain
682,Pilar,BR,-9.5972,-35.9567,87.73,51,57,15.43,Broken Clouds
683,Jutai,BR,-5.1833,-68.9,84.9,74,91,2.46,Overcast Clouds
684,Mandan,US,46.8267,-100.8896,16.03,74,0,9.22,Clear Sky
685,Saint-Gedeon,CA,48.5001,-71.7658,14.67,85,100,16.11,Snow
686,Sosnytsya,UA,51.5239,32.4999,22.91,90,42,7.23,Scattered Clouds
687,Ino,JP,33.55,133.4333,47.43,82,96,1.54,Overcast Clouds
688,Gannan,CN,47.9147,123.5031,-6.99,87,14,5.84,Few Clouds
689,Pijijiapan,MX,15.7011,-93.23,92.71,33,0,8.68,Clear Sky
690,Shangzhi,CN,45.2167,127.9667,-9.2,100,80,2.01,Broken Clouds
691,Tupancireta,BR,-29.0806,-53.8358,90.7,28,45,9.42,Scattered Clouds
